FFP_TIER,FLIGHT_COUNT,LAST_TO_END,EXCHANGE_COUNT,SEG_KM_SUM,Points_Sum,age,ffp_year
6,25,76,0,58213,73542,39.0,2012
6,51,26,4,57992,84490,60.0,2005
4,54,19,0,77707,74225,52.0,2012
4,13,46,0,118818,53181,55.0,2008
6,72,7,0,65267,114260,37.0,2012
6,93,2,6,118300,85122,46.0,2008
5,31,27,0,60318,83267,41.0,2010
5,78,4,7,99566,108938,42.0,2006
6,96,4,3,123933,96520,35.0,2008
5,58,20,3,99952,73938,39.0,2008
5,85,8,4,115207,80003,44.0,2012
6,65,5,2,92722,87710,47.0,2006
6,85,4,1,124859,117769,45.0,2005
4,14,88,0,79047,102179,39.0,2010
6,60,2,6,118246,68505,49.0,2011
6,39,8,17,60512,100768,51.0,2006
5,36,61,0,75213,78063,53.0,2011
5,17,46,0,109583,67265,42.0,2005
5,104,21,0,93309,85463,46.0,2009
5,50,15,0,125199,69344,49.0,2006
5,41,12,2,108363,60763,71.0,2008
4,20,195,0,77590,96763,64.0,2012
6,68,7,5,86064,113445,48.0,2007
6,99,2,7,105598,79080,45.0,2007
6,98,12,3,120774,87630,42.0,2010
5,89,8,2,106510,80821,54.0,2004
4,35,71,1,105725,75693,40.0,2008
5,78,6,4,105745,87817,47.0,2007
5,75,4,1,119758,92308,43.0,2010
6,56,15,0,57828,82052,46.0,2006
5,29,2,0,81848,74102,31.0,2012
5,55,45,3,100558,98321,32.0,2011
6,26,18,0,70104,84562,43.0,2006
6,66,5,4,94599,84394,44.0,2007
5,67,5,4,112610,81242,40.0,2006
5,65,17,4,99061,105390,33.0,2010
6,76,9,3,82442,168921,53.0,2010
5,38,4,0,58995,79865,45.0,2007
5,51,17,3,113913,65879,50.0,2011
6,71,3,7,109398,80434,40.0,2006
6,67,9,0,64594,93882,63.0,2012
4,61,25,1,108008,75851,46.0,2004
6,44,3,4,56219,87685,47.0,2008
6,120,1,6,101087,202917,35.0,2009
6,101,1,6,94342,91990,48.0,2010
5,34,8,0,58541,83068,58.0,2010
6,70,9,3,116485,74542,51.0,2006
5,34,28,1,90814,80200,0.0,2009
6,31,35,2,100130,93300,51.0,2012
4,44,62,0,102276,52546,79.0,2012
6,43,27,0,60630,85495,30.0,2010
4,62,34,3,104969,80431,48.0,2010
5,35,26,0,57698,79079,38.0,2008
6,51,4,2,92818,84398,38.0,2007
4,59,3,0,118571,57452,62.0,2012
6,54,6,0,64470,83223,52.0,2011
5,55,23,0,84601,84980,25.0,2012
4,34,69,1,84892,91982,37.0,2011
5,58,2,3,107038,75053,38.0,2009
5,83,3,6,95665,162791,43.0,2006
6,39,3,1,64329,78426,56.0,2006
5,65,18,3,102141,81631,38.0,2005
4,44,10,8,83527,126899,46.0,2008
5,64,1,6,124573,67742,35.0,2006
6,50,67,2,64381,81404,52.0,2012
6,27,83,4,55673,72926,44.0,2011
5,40,9,0,77198,78021,36.0,2005
5,72,2,5,107745,91664,39.0,2005
6,47,41,8,57158,78359,54.0,2007
5,70,1,3,112030,85521,42.0,2005
4,51,113,1,107440,87565,34.0,2011
6,52,1,7,98327,87080,46.0,2006
6,57,2,2,99434,133456,30.0,2012
6,56,2,3,87321,95106,52.0,2005
6,32,13,1,60308,81518,45.0,2009
6,65,1,3,94255,96007,41.0,2006
4,16,30,7,127164,67968,48.0,2009
5,81,8,0,110402,96715,43.0,2010
6,44,101,6,104867,87292,58.0,2008
6,96,11,3,107452,77930,39.0,2011
5,37,75,0,77098,79308,45.0,2013
4,63,10,3,108377,75320,37.0,2011
6,81,21,0,116556,79230,37.0,2009
5,82,13,2,127934,67236,44.0,2009
6,38,2,3,62200,81281,59.0,2007
5,25,38,5,63767,79652,47.0,2006
4,50,70,4,58964,85452,60.0,2009
6,66,6,13,95599,79764,33.0,2009
6,75,2,0,96092,75671,45.0,2008
6,70,12,3,119084,92501,49.0,2011
6,93,3,5,67658,93640,50.0,2008
5,97,2,7,98027,85942,47.0,2007
5,72,20,2,100623,72238,43.0,2010
4,65,5,2,105089,85362,50.0,2010
5,45,60,1,57094,85360,56.0,2005
5,27,10,3,53927,78554,57.0,2008
5,81,2,8,99333,94384,39.0,2009
5,74,8,6,123708,101356,31.0,2011
6,81,2,5,96407,85104,57.0,2005
5,43,63,1,87048,64873,58.0,2012
6,13,62,1,74307,93690,52.0,2010
6,68,2,0,87657,80460,47.0,2010
5,51,3,0,105499,41770,45.0,2011
5,65,36,1,94928,70204,40.0,2009
5,61,12,7,95828,102096,38.0,2007
5,34,3,0,54155,80102,45.0,2005
6,106,1,6,73656,95994,52.0,2005
5,68,10,1,117406,73031,55.0,2009
6,69,5,1,59262,84095,55.0,2011
6,31,9,0,54938,90814,53.0,2012
5,85,4,2,123956,65237,32.0,2010
6,85,9,4,115698,76800,42.0,2004
4,44,21,0,122665,66989,30.0,2012
5,82,2,0,84793,89192,45.0,2005
5,78,20,0,92800,81335,34.0,2012
4,35,288,3,98033,70055,43.0,2010
5,64,23,2,113219,75624,31.0,2010
5,49,3,0,106738,77691,41.0,2010
4,9,143,0,110088,55828,32.0,2012
5,44,105,3,128750,63884,46.0,2006
5,86,3,4,119842,84669,43.0,2007
5,45,7,3,101385,88919,47.0,2006
6,78,30,3,113329,85692,41.0,2006
5,59,14,3,108263,89815,56.0,2011
6,98,1,7,99128,96448,35.0,2007
5,87,12,3,104670,75684,36.0,2011
4,25,39,0,118355,42943,58.0,2006
5,48,23,3,88016,69929,30.0,2011
6,53,13,4,59280,73270,53.0,2011
4,31,10,0,82721,87556,69.0,2004
5,61,12,0,102513,69312,43.0,2006
5,54,2,3,87327,160506,44.0,2010
6,68,2,4,83233,82375,40.0,2007
5,80,5,10,110571,67588,43.0,2010
6,70,2,3,91869,94649,35.0,2007
6,61,2,5,71334,85005,45.0,2010
6,59,9,0,96238,90520,46.0,2005
5,71,3,0,108053,75653,27.0,2012
6,9,67,0,75093,90798,63.0,2012
5,43,33,3,63261,81103,45.0,2010
6,65,12,3,81718,75158,39.0,2007
6,118,1,11,113715,93821,50.0,2006
6,31,27,0,57054,80560,58.0,2010
4,13,34,2,123460,61080,37.0,2011
6,105,11,3,100538,86938,41.0,2006
5,54,108,3,97929,133463,33.0,2006
6,39,4,0,53274,77478,55.0,2009
6,67,2,1,83561,83957,47.0,2008
6,43,24,3,93927,80284,63.0,2006
6,78,3,1,91540,85368,37.0,2008
5,77,1,3,119849,62757,38.0,2005
5,33,2,1,60387,85931,34.0,2009
5,67,25,3,107438,74699,41.0,2007
5,34,1,4,52371,75757,47.0,2008
4,40,82,7,104027,61602,56.0,2010
6,47,34,2,57546,78055,61.0,2010
5,49,14,6,98276,78385,34.0,2006
5,39,3,3,106909,60508,45.0,2005
5,47,8,0,102319,45726,55.0,2010
5,72,4,0,97247,92696,36.0,2008
5,30,113,2,55190,75195,59.0,2008
4,21,123,0,54220,81103,39.0,2010
6,62,1,0,88473,75366,39.0,2008
5,31,3,0,95165,67975,35.0,2010
6,85,5,2,115578,75037,38.0,2011
4,18,376,0,70739,87795,70.0,2010
6,41,22,3,56029,83218,64.0,2006
4,12,71,0,112511,59241,37.0,2010
6,88,10,3,99522,90142,55.0,2007
5,43,4,0,103564,74309,58.0,2009
6,53,2,0,84028,77398,34.0,2011
4,56,20,0,65103,72089,54.0,2011
5,80,32,2,114222,91476,40.0,2005
6,42,24,0,53030,80843,57.0,2008
6,79,1,5,103403,81660,33.0,2011
4,30,96,0,85368,84968,59.0,2012
5,30,12,6,55918,77788,42.0,2005
5,38,23,2,100035,66589,49.0,2007
5,49,25,0,100244,78423,37.0,2008
6,122,1,0,91128,67453,32.0,2012
5,60,7,4,99311,97571,43.0,2005
6,86,2,2,96033,86753,44.0,2007
4,6,39,7,73392,86074,49.0,2009
4,6,235,0,73392,90726,52.0,2012
5,59,24,2,105575,87436,35.0,2005
5,68,3,4,85336,78742,43.0,2008
4,62,1,6,87492,73639,48.0,2006
6,38,72,2,57596,66622,48.0,2010
6,104,6,0,99462,112140,34.0,2009
4,45,21,3,113659,61188,35.0,2011
5,59,1,0,104352,64258,48.0,2006
5,57,11,6,95289,107081,39.0,2010
4,58,36,3,103107,66176,52.0,2007
6,78,11,2,109710,71232,47.0,2006
6,38,11,0,55596,82175,49.0,2013
6,31,8,5,55642,72547,54.0,2010
5,91,24,0,114600,85478,50.0,2012
5,82,1,2,118887,75664,53.0,2012
6,34,109,0,66320,76757,54.0,2008
5,54,3,3,98038,100636,42.0,2004
4,51,38,0,80432,69509,39.0,2007
4,62,4,4,91853,71866,36.0,2006
6,101,11,8,86102,94013,39.0,2009
5,98,3,0,90418,70498,54.0,2012
6,67,2,0,99772,61354,46.0,2011
6,58,1,4,82250,120492,31.0,2007
6,45,10,4,72849,76719,49.0,2005
6,45,1,2,77987,107999,44.0,2008
5,55,15,2,83780,77344,42.0,2009
5,38,31,1,113467,69125,47.0,2007
5,53,5,9,85130,71861,48.0,2010
6,39,56,4,57001,81124,46.0,2010
5,51,9,3,92227,73422,41.0,2005
5,11,9,0,81937,91018,51.0,2012
4,31,60,0,52216,81965,64.0,2006
5,51,7,1,93929,78066,38.0,2012
5,67,7,2,95559,64215,58.0,2007
5,65,75,3,95518,69119,71.0,2006
6,22,14,1,54730,84234,47.0,2011
5,64,1,5,101534,62761,57.0,2008
5,70,15,1,117261,81265,47.0,2006
5,73,14,3,97885,68209,51.0,2006
5,55,25,0,91097,67227,39.0,2010
5,59,30,0,88730,87899,30.0,2009
5,63,6,4,84128,84416,39.0,2009
6,113,6,4,109075,69748,56.0,2005
6,72,3,5,60674,80297,47.0,2006
6,122,4,4,87871,112370,47.0,2006
6,79,3,6,98039,86749,35.0,2006
5,78,19,0,81033,74039,47.0,2012
5,45,15,0,97205,76626,37.0,2007
6,78,2,0,100891,94980,48.0,2011
4,75,42,0,78024,74326,60.0,2011
5,72,1,7,103478,67406,53.0,2006
5,45,180,0,80074,118463,50.0,2006
5,47,107,0,105448,77319,62.0,2007
5,61,2,0,57474,73388,60.0,2010
4,10,88,0,111277,41868,66.0,2011
5,32,14,7,79748,82415,43.0,2006
5,57,1,7,92596,77351,40.0,2008
6,58,85,4,51359,73374,53.0,2010
4,34,20,1,99007,68529,44.0,2006
5,45,28,5,108968,75480,44.0,2007
5,66,15,0,99380,70880,40.0,2006
5,52,11,6,54902,73785,56.0,2008
5,103,4,9,126385,143212,53.0,2005
5,61,61,0,82229,77417,47.0,2005
5,32,2,0,68796,74254,48.0,2012
6,92,3,4,81252,87533,31.0,2012
5,58,6,5,94789,67206,56.0,2009
5,80,1,0,100890,71605,53.0,2005
6,46,8,2,82198,78041,50.0,2005
5,85,14,6,96524,86108,35.0,2011
4,15,53,0,87979,78355,53.0,2012
6,55,26,0,53082,77993,53.0,2009
6,70,9,4,90676,84231,47.0,2005
5,84,4,3,88600,69819,42.0,2010
5,85,5,7,94910,75183,52.0,2005
5,51,8,3,103334,58746,41.0,2009
5,66,5,1,87096,97563,33.0,2006
4,13,30,2,75939,83630,29.0,2011
5,85,6,0,87222,72740,34.0,2010
5,83,11,0,84586,82713,47.0,2005
6,89,6,12,76929,73965,37.0,2006
6,85,4,4,88084,116550,36.0,2010
5,53,20,0,100834,88447,58.0,2007
5,92,1,0,93608,73329,60.0,2011
6,54,15,1,73594,76909,44.0,2009
5,78,6,3,92961,72019,32.0,2011
6,45,5,0,94176,70389,60.0,2006
5,57,21,1,96770,77706,36.0,2009
5,44,18,1,94505,79820,49.0,2010
5,78,1,5,97688,67474,37.0,2007
5,69,13,3,122130,46302,28.0,2010
6,91,13,3,94399,88765,34.0,2010
5,56,4,0,99083,77046,28.0,2011
5,44,4,0,69243,68954,45.0,2008
4,72,7,0,92591,68061,41.0,2007
4,49,287,0,81119,61383,41.0,2012
4,37,1,1,107668,59508,55.0,2012
6,88,4,0,94053,80678,43.0,2012
6,84,9,0,101344,71129,38.0,2007
5,58,12,1,96418,61363,58.0,2009
5,60,4,2,107228,62816,44.0,2005
4,9,3,0,91224,71180,47.0,2012
4,11,151,1,95158,58707,31.0,2012
5,33,10,1,94251,65919,38.0,2006
5,72,46,1,108362,79215,46.0,2005
4,38,29,2,57045,69055,55.0,2006
4,27,130,0,72382,61260,46.0,2012
5,35,8,1,71526,66022,51.0,2010
6,84,5,3,94699,73274,45.0,2005
4,27,31,0,83430,72848,47.0,2012
4,55,87,0,91229,62646,43.0,2010
6,25,2,3,60909,73026,39.0,2006
4,24,76,0,104992,45550,44.0,2006
4,48,404,2,109680,47307,38.0,2011
5,65,7,0,85774,73048,46.0,2010
5,67,5,0,107942,70960,53.0,2007
4,37,44,0,96596,62236,33.0,2008
6,68,5,0,49054,68257,46.0,2011
5,75,15,2,94885,73012,51.0,2011
4,78,10,0,95712,69123,46.0,2006
4,29,18,0,93670,68062,51.0,2008
5,61,4,0,91722,64720,37.0,2009
6,110,1,5,94212,75470,37.0,2011
5,26,67,6,50464,64546,60.0,2007
5,62,7,0,82613,84365,39.0,2005
5,61,29,3,97269,64602,39.0,2005
5,62,9,7,103017,70004,42.0,2006
5,53,37,3,93161,71033,45.0,2006
5,28,9,2,48681,70939,48.0,2007
6,67,7,1,105406,66083,37.0,2006
6,79,18,9,79187,79520,49.0,2006
6,26,4,46,74707,244458,27.0,2004
5,60,20,0,79936,69020,44.0,2006
5,47,25,3,85104,73247,46.0,2008
5,47,22,2,93009,68214,41.0,2010
5,47,6,0,69445,65578,49.0,2005
5,52,5,12,50564,72139,57.0,2009
4,12,19,0,86872,78390,47.0,2012
5,47,12,12,55930,75899,51.0,2007
5,64,14,2,95009,66352,54.0,2011
5,50,14,5,91885,66742,46.0,2005
4,11,86,0,79822,71376,21.0,2012
5,49,8,4,95617,69379,37.0,2008
5,43,7,3,76616,113456,39.0,2007
6,59,8,5,93989,86732,41.0,2006
6,89,3,1,97760,74500,67.0,2007
4,50,39,5,66551,67463,53.0,2005
6,60,2,2,59525,80825,49.0,2008
5,50,12,1,86754,65315,47.0,2011
5,60,4,0,102459,66595,58.0,2010
5,67,6,0,94955,69393,50.0,2008
6,40,5,4,56236,71016,40.0,2009
6,46,2,0,51348,67528,56.0,2008
6,82,4,0,83895,74228,45.0,2011
5,56,34,3,91642,87703,50.0,2006
4,9,27,0,110088,48848,61.0,2010
6,28,148,0,48738,74502,65.0,2007
5,65,30,0,105426,65749,30.0,2010
6,39,14,2,57173,75139,51.0,2012
6,63,5,1,90448,70380,40.0,2009
5,17,72,0,60715,76935,38.0,2009
4,8,27,6,75179,88797,46.0,2010
6,84,3,4,110523,100329,37.0,2005
4,37,18,0,90444,64058,45.0,2007
5,80,29,6,100267,78754,42.0,2007
5,45,3,0,82181,67418,48.0,2006
4,93,14,0,83778,79953,43.0,2012
6,44,21,3,51657,73623,56.0,2008
5,69,2,0,84501,74325,44.0,2006
6,82,20,2,97301,67635,40.0,2009
6,78,1,4,88944,79862,48.0,2007
5,69,3,6,98985,99585,34.0,2009
5,84,19,3,92064,104612,47.0,2006
5,64,1,6,104064,74086,40.0,2007
4,11,10,1,111496,43655,52.0,2011
6,87,2,2,99343,73844,36.0,2008
5,36,9,2,103715,57932,48.0,2010
5,58,31,5,93874,69867,49.0,2008
5,45,4,1,89241,66695,54.0,2010
4,78,3,5,82663,76699,34.0,2011
4,51,58,0,70410,69709,49.0,2011
6,81,6,6,94452,76686,38.0,2008
5,67,1,3,86831,71012,41.0,2008
6,83,12,9,93223,88598,35.0,2006
5,38,48,4,79321,70990,49.0,2006
4,47,4,0,79014,61205,54.0,2010
5,75,74,10,94837,85123,40.0,2006
5,50,7,0,91158,64430,50.0,2012
6,43,5,3,96346,63861,40.0,2009
6,103,2,3,98576,67252,54.0,2005
6,53,16,0,58456,70772,48.0,2006
5,59,13,0,106818,59984,43.0,2008
4,40,220,0,84144,77887,58.0,2010
6,92,5,2,90054,66770,27.0,2010
4,23,85,0,97363,47147,46.0,2009
4,74,18,2,75406,68649,47.0,2011
6,31,117,2,48504,103847,64.0,2011
5,66,5,4,104974,59652,37.0,2007
5,114,1,6,106887,103207,35.0,2008
4,8,44,0,97856,44196,36.0,2011
5,74,7,0,87556,73501,62.0,2007
5,74,12,0,95970,61875,40.0,2010
4,45,48,0,93363,74759,57.0,2008
4,19,38,0,67361,78112,59.0,2007
5,51,22,3,49694,65806,43.0,2009
6,9,87,0,64966,85695,40.0,2005
4,53,11,0,70959,65516,54.0,2011
5,63,10,4,89864,74829,33.0,2011
5,27,32,4,49859,69047,50.0,2006
4,39,9,0,101074,62392,55.0,2009
6,82,2,4,98222,83593,44.0,2004
4,52,40,4,99663,53605,37.0,2007
5,60,4,1,95528,61368,45.0,2009
4,15,21,0,102029,55658,39.0,2012
4,64,119,2,86680,85446,35.0,2007
6,128,4,0,122933,66610,48.0,2005
6,21,17,0,58554,72042,52.0,2010
5,49,81,1,74209,74820,46.0,2006
5,68,6,0,95591,73560,43.0,2012
5,52,14,7,89362,67070,43.0,2006
6,66,2,5,91139,71391,57.0,2005
6,43,25,1,56979,65674,55.0,2008
6,79,18,0,102497,59429,55.0,2011
6,88,7,2,95204,79823,46.0,2006
5,62,7,0,84141,65013,40.0,2006
5,76,4,5,106316,58799,44.0,2006
5,61,9,1,93582,66307,37.0,2009
5,63,69,5,108742,49313,48.0,2005
6,99,13,6,89194,105100,36.0,2006
6,59,6,18,96721,77519,50.0,2007
5,35,3,4,84602,73312,42.0,2006
4,93,25,3,93800,78245,37.0,2007
6,55,6,2,86833,74335,31.0,2011
4,50,24,0,86748,67139,42.0,2012
6,83,16,4,119272,64238,48.0,2012
5,54,4,5,87334,76497,36.0,2010
5,67,28,1,99876,62758,40.0,2007
4,44,92,2,78334,62501,56.0,2011
6,71,1,1,83498,70965,40.0,2012
4,8,77,0,97856,44196,42.0,2009
5,67,8,6,107343,57440,48.0,2005
4,66,14,0,95500,67664,44.0,2008
6,37,5,0,49165,67090,41.0,2012
6,45,2,0,64879,68138,56.0,2007
5,88,2,2,82559,90378,34.0,2008
5,74,7,5,87838,74311,35.0,2008
5,55,97,0,83607,61290,76.0,2006
5,63,2,1,90250,77706,38.0,2006
6,96,1,3,106628,65767,62.0,2009
5,63,9,1,82060,60726,61.0,2012
5,66,4,0,86473,62858,40.0,2007
5,65,25,5,92968,61843,52.0,2007
4,9,175,4,89386,49502,38.0,2013
4,24,28,0,58285,72130,63.0,2007
6,38,18,7,47103,64703,67.0,2005
6,75,11,3,104980,65776,35.0,2012
6,42,3,0,82833,66788,55.0,2008
5,48,18,6,76188,66725,38.0,2005
5,84,3,5,79768,78873,59.0,2010
5,48,9,0,103296,60431,39.0,2006
5,38,1,2,90002,66098,63.0,2006
5,41,14,6,77675,61253,51.0,2009
5,59,20,1,80922,71027,43.0,2009
5,15,64,1,73334,76358,58.0,2012
4,50,15,4,89808,74309,42.0,2005
5,98,7,5,93582,79312,47.0,2007
6,70,9,7,72324,75818,40.0,2009
6,53,15,2,75761,67815,46.0,2008
6,23,112,0,47595,72917,65.0,2008
5,60,4,0,88340,71369,33.0,2011
5,34,36,2,84475,87695,51.0,2009
5,46,16,0,97431,66188,56.0,2011
5,66,3,1,96751,66856,45.0,2007
5,64,22,2,89491,69755,37.0,2005
6,58,6,0,49869,74373,47.0,2006
5,97,12,9,115517,84839,33.0,2008
4,50,61,0,83383,70110,52.0,2011
4,73,4,0,107221,54054,38.0,2011
5,63,2,5,101041,65046,53.0,2006
5,55,2,0,101325,54235,41.0,2008
4,83,13,3,101114,66719,33.0,2012
4,37,5,0,80277,91976,56.0,2011
6,54,11,0,59159,65725,41.0,2012
4,56,94,1,73248,66661,57.0,2010
4,54,5,2,80811,62606,56.0,2007
6,77,5,5,94466,60816,32.0,2009
4,17,263,0,90438,60559,52.0,2005
4,61,3,7,99005,71214,31.0,2009
5,24,27,2,75020,76412,38.0,2012
4,25,68,0,77593,58590,47.0,2006
5,75,2,2,91756,80884,36.0,2005
5,62,3,1,87570,63749,32.0,2010
4,8,6,0,81088,75928,35.0,2007
4,47,27,1,108535,61664,42.0,2011
6,77,5,4,51017,72757,58.0,2011
6,93,16,2,78812,89845,49.0,2007
5,45,2,3,53533,76837,48.0,2011
6,84,16,2,92563,65898,53.0,2009
5,42,6,6,74786,65140,47.0,2007
6,31,4,2,53936,71277,44.0,2006
6,62,1,0,87482,67117,46.0,2005
5,27,3,0,46587,67024,47.0,2007
6,95,1,0,81511,63886,52.0,2010
5,65,2,3,88117,59030,60.0,2005
5,60,3,1,90460,64957,42.0,2010
4,33,21,1,83267,62665,50.0,2011
4,31,437,0,110216,50423,38.0,2010
5,54,18,3,88445,75126,32.0,2007
4,42,5,4,95736,57567,44.0,2006
5,69,6,8,74659,78999,36.0,2006
5,62,7,3,87599,73278,38.0,2009
4,57,16,3,96789,58749,41.0,2007
5,68,5,4,89790,71697,39.0,2012
6,128,1,0,98649,66351,46.0,2012
5,76,7,6,86218,67694,46.0,2008
5,67,6,2,103410,67836,49.0,2012
5,56,14,1,87501,57846,34.0,2006
4,63,52,8,86986,85162,35.0,2009
5,56,9,5,97831,66014,37.0,2007
6,76,1,8,94455,63226,37.0,2005
4,31,22,0,82520,81644,51.0,2009
5,70,6,4,88915,63388,36.0,2007
4,40,66,1,89451,46070,54.0,2011
6,86,7,0,81293,78172,41.0,2010
4,8,30,0,97856,77078,52.0,2012
5,38,2,1,74979,63803,44.0,2009
6,75,10,0,82533,68261,41.0,2006
5,28,32,3,58744,100080,42.0,2011
5,58,3,0,92630,68922,45.0,2011
5,56,6,1,94125,68512,32.0,2010
4,66,7,1,104688,78666,50.0,2012
5,60,3,3,85396,72790,43.0,2009
6,108,3,3,76956,66288,40.0,2007
4,10,28,1,111243,42290,44.0,2004
4,21,50,3,85913,72365,30.0,2012
6,17,31,0,67111,82449,54.0,2010
6,71,4,3,78274,72835,32.0,2011
6,83,1,5,98330,61750,51.0,2009
4,42,60,0,96446,55183,47.0,2007
5,62,25,6,88828,61308,52.0,2010
4,32,23,0,118596,59957,25.0,2012
5,59,2,3,82148,66584,36.0,2008
5,45,6,6,75513,78668,39.0,2006
6,62,2,2,65751,67595,56.0,2005
4,61,51,3,96606,65677,33.0,2009
6,60,2,2,94677,67000,51.0,2005
4,25,107,2,99217,38173,55.0,2007
6,103,1,3,94561,75751,39.0,2010
6,64,34,4,80426,66333,38.0,2006
5,66,8,0,79955,66734,47.0,2011
5,53,17,3,55075,76788,45.0,2009
4,71,144,0,81869,75957,36.0,2010
6,43,6,0,53080,66604,50.0,2007
5,71,10,0,84420,73318,34.0,2009
6,48,9,0,78464,61677,46.0,2012
5,60,9,0,82184,57812,37.0,2011
5,34,2,1,84604,87432,45.0,2012
6,49,3,0,78459,62528,43.0,2012
5,43,2,0,93727,75763,45.0,2011
5,57,35,0,90166,61056,40.0,2006
5,81,4,6,91228,94322,45.0,2005
5,66,17,0,87963,71024,44.0,2005
4,33,9,3,84484,62688,47.0,2007
5,55,20,2,103053,51181,40.0,2007
4,10,107,0,89033,40466,49.0,2006
4,10,67,1,100784,39033,57.0,2007
6,34,30,0,87913,55194,46.0,2011
4,39,7,0,81039,90522,41.0,2005
5,50,10,0,96270,62339,46.0,2006
5,60,3,4,96998,65247,46.0,2011
6,116,2,3,83165,119057,42.0,2007
4,32,217,1,46488,60637,48.0,2010
6,74,1,8,99702,82404,38.0,2010
5,13,6,0,77042,59544,27.0,2011
5,28,60,0,47951,68735,51.0,2008
5,50,14,0,95085,47658,47.0,2011
5,71,16,1,91365,55317,35.0,2007
4,51,49,0,86803,55941,45.0,2010
5,63,12,4,91024,62846,42.0,2005
5,40,63,0,52906,59917,33.0,2008
4,64,2,6,89078,87991,38.0,2006
5,34,2,0,47751,61201,60.0,2005
5,45,11,5,80817,63747,40.0,2007
4,11,39,0,89648,46837,54.0,2008
6,39,2,7,83889,67654,56.0,2008
6,101,1,7,82033,74055,41.0,2004
4,10,71,4,98764,45196,40.0,2006
4,45,2,0,90950,58998,42.0,2006
5,46,35,1,88065,60137,36.0,2008
5,82,3,4,87360,61284,54.0,2006
4,11,265,0,90291,43426,57.0,2008
4,61,15,4,98900,74975,42.0,2005
4,30,6,0,83790,46982,68.0,2007
6,97,1,1,93299,88220,31.0,2008
5,88,4,5,87325,64396,48.0,2005
5,18,19,0,94550,55154,57.0,2011
5,43,65,5,99065,53831,36.0,2007
6,81,1,0,84659,64106,26.0,2011
4,25,28,0,84429,58170,60.0,2011
4,13,6,1,98379,32564,70.0,2005
5,71,42,4,76605,58405,42.0,2007
6,91,9,4,83244,79760,37.0,2006
6,76,1,3,74101,85229,38.0,2008
5,48,11,2,93831,67984,39.0,2009
4,9,6,0,110088,41868,47.0,2011
5,59,3,3,98344,63977,39.0,2012
4,28,57,2,80963,58673,51.0,2006
5,26,23,3,50024,72816,36.0,2012
4,18,289,0,94161,45086,51.0,2006
4,23,57,0,47238,54433,40.0,2008
5,89,15,0,96608,67220,63.0,2012
5,43,1,1,93049,54687,48.0,2012
4,7,224,0,62686,77090,18.0,2012
5,25,68,0,44870,51688,55.0,2010
5,59,14,0,86620,64230,30.0,2012
6,53,5,0,86686,55646,37.0,2006
5,56,12,7,80865,59029,45.0,2007
4,35,90,0,55938,63305,54.0,2005
5,51,12,5,53198,61166,60.0,2006
4,51,5,5,84896,69437,40.0,2006
4,5,255,1,61160,75605,53.0,2005
6,39,13,0,49396,74926,46.0,2006
4,15,65,0,65979,71824,49.0,2006
6,63,11,21,85096,57530,46.0,2006
6,52,5,3,56462,64892,47.0,2005
5,73,4,0,78754,62983,61.0,2007
6,26,4,0,47873,61360,41.0,2011
5,57,11,27,80646,60296,64.0,2006
5,77,2,10,90123,66105,39.0,2005
5,71,6,2,83712,60586,49.0,2007
6,95,2,0,74066,118910,54.0,2005
5,40,5,1,69761,66521,52.0,2012
5,28,2,0,91701,51429,48.0,2005
6,73,5,3,95647,59485,43.0,2006
4,43,131,6,85974,71854,42.0,2005
4,25,8,0,52450,58479,60.0,2010
5,63,47,0,80675,59398,38.0,2006
5,49,4,5,75477,59510,53.0,2011
4,46,22,3,89271,58203,47.0,2006
4,10,314,0,100472,38174,0.0,2012
6,59,2,4,80541,79474,31.0,2011
4,9,38,0,91224,45554,65.0,2012
6,81,2,9,75182,119218,43.0,2005
4,7,87,0,85624,53504,60.0,2012
6,75,2,5,60283,73019,50.0,2011
6,107,4,8,79501,106698,30.0,2011
6,73,1,0,80241,67548,55.0,2012
5,65,4,4,96693,57010,55.0,2008
6,76,3,0,71746,73583,39.0,2007
5,64,32,2,93264,60468,57.0,2010
4,34,24,4,95000,46307,44.0,2007
4,67,32,1,89045,67347,59.0,2012
6,39,57,10,56993,61790,46.0,2005
6,28,44,0,43915,63387,62.0,2005
5,71,24,2,88022,66242,47.0,2007
4,12,28,0,85695,46039,33.0,2010
6,54,6,0,80475,62730,30.0,2008
6,50,13,6,47419,64267,58.0,2009
5,63,18,4,90508,53305,36.0,2008
4,47,16,1,95635,56613,36.0,2010
6,52,7,0,88665,70462,55.0,2006
6,30,4,0,43997,71358,46.0,2012
5,50,26,0,79538,58412,60.0,2007
5,67,7,2,115950,56010,46.0,2009
4,51,33,3,79381,59438,28.0,2011
6,75,70,6,77582,72084,67.0,2007
5,61,10,3,98657,50182,52.0,2006
4,6,123,0,62259,79515,45.0,2009
5,72,5,3,90317,92536,38.0,2006
5,77,14,7,86916,88991,33.0,2009
4,19,74,0,50352,70751,60.0,2010
5,46,4,1,81221,65025,48.0,2006
4,49,1,1,76772,66074,39.0,2007
5,93,5,7,78991,75332,30.0,2011
4,29,45,3,93643,51043,46.0,2007
6,49,15,4,93195,62681,50.0,2008
5,62,11,0,83902,60456,51.0,2012
4,36,8,1,77225,61576,50.0,2007
5,78,13,0,80399,64384,36.0,2010
4,20,90,0,89005,45589,33.0,2010
